,comments,sentiments,clean_comments
3548,"1. Raja hatau desh ko bikas garau vanne chor haru le 
2. INDIA ko DADAgiri cha ,,,katai simana micheko cha, kunai thau ma goli haneko cha, tw katai lalpurja vayeko jagga lai INDIA vandai ghar bhatkayeko cha .
3. India- NEpal border area (Sudurpachim-7 , Gaddachauki),, Dherai Nepali women (age-22-45) Kirana pasal ko saman daily basis ma india bata Nepal pugauchan, And INDIA ko border ma baseko indian SSB le barasu(YEAR)  dekhi sosan gardai aayeko cha, HOurs Garmi ma gham ma line lagaune NEpal jana nadine, VERabally abuse garne, lauro liyera hanne, disrespecting dominating behivior, sexually harrasment garne, naganrna diyoo vane saman lagna nadine, AND yo barema kasaille kunai action liyeko chaina, sayad yo  kura haru yati dark cha ki kasai foriegner sanga discuss garyo vane movie ko script ho vanne ho,, 
MALE CANDIDATE HOS YA FEMALE MACHIK** MADARCH** VANERA BOLAUNE INDIAN SSB CHAHE JO KOI HOS 
FACTS:-
SAB CHUP CHAN KOI KEHI BOLDAINA, SAB CHUP CHAN 
GOLI HANEKO CHA INDIAN SSB LE NEPALI LAI ,, SAB CHUP CHAN 
LALPURJA VAYEKO JAMIN INDIA LE KABJA GARYO KAISAIKO GHAR RAHENA,, SABAI CHUP CHAN 
DAILY BASIS MA RAPE ABUSE SAHERA AAFNO PET KO LAGI KAM GARDAI WOMENS HARU (SAB LAI YO KURA THA CHA ) ,, SAB CHUP CHAN 
POTICS RA DESH MA INDIA KON HEAVY INFLUENCE CHA 
21ST CENTURY MA KOI KAISKO DESH MA GUN LIYERA GHUSNE HOINA, YO SLAVERY HOINA TW K HO 
BORDER MA VAYEKO MANCHE BAHEK ARU LE  DHERAI DEKHEKO NAHOLA BUT REALITY DHERAI DARK CHA 

MY PERSONAL OPINION :-
HAMI SANGA FREEEDOM CHAINA, HAMI AJHAI SLAVE NAI CHAU 
MONEY ,POTICAL CONNECTION, RA KEHI NAVAYEKO MANCHE KO LAGI KANUN NAI CHAINA
RAPE-MURDER-SCAM-DISCRIMINATION SAYAD HAMRO DESH MA LEGALLY VAIRACHAN , 

JUSTICE GARNE AAFAI CHOR CHAN RA JUSTICE KO DESCRIPTION LEKHNE MACHE HARU AANDHO , 
THANK YOU FOR READING.................
SABAI CHUPPA CHAN BC",0,1 raja hatau desh ko bikas garau vanne chor haru le 2 india ko dadagiri cha katai simana micheko cha kunai thau goli haneko cha tw katai lalpurja vayeko jagga lai india vandai ghar bhatkayeko cha 3 india nepal border area sudurpachim7 gaddachauki dherai nepali woman age2245 kirana pasal ko saman daily basis india bata nepal pugauchan india ko border baseko indian ssb le barasuyear dekhi sosan gardai aayeko cha hour garmi gham line lagaune nepal jana nadine verabally abuse garne lauro liyera hanne disrespect dominate behivior sexually harrasment garne naganrna diyoo vane saman lagna nadine yo barema kasaille kunai action liyeko chaina sayad yo kura haru yati dark cha ki kasai foriegner sanga discus garyo vane movie ko script ho vanne ho male candidate ho ya female machik madarch vanera bolaune indian ssb chahe jo koi ho facts sab chup chan koi kehi boldaina sab chup chan goli haneko cha indian ssb le nepali lai sab chup chan lalpurja vayeko jamin india le kabja garyo kaisaiko ghar rahena sabai chup chan daily basis rape abuse sahera aafno pet ko lagi kam gardai womens haru sab lai yo kura tha cha sab chup chan potics ra desh india kon heavy influence cha 21st century koi kaisko desh gun liyera ghusne hoina yo slavery hoina tw k ho border vayeko manche bahek aru le dherai dekheko nahola reality dherai dark cha personal opinion hami sanga freeedom chaina hami ajhai slave nai chau money potical connection ra kehi navayeko manche ko lagi kanun nai chaina rapemurderscamdiscrimination sayad hamro desh legally vairachan justice garne aafai chor chan ra justice ko description lekhne mache haru aandho thank read sabai chuppa chan bc
3549,bhot for halo,1,bhot halo
3550,"1 month masu bath raksi khanna pauncha vanera, nepal ko future lai birsi dine nepali bheda haru chan... #nonotagain",0,1 month masu bath raksi khanna pauncha vanera nepal ko future lai birsi dine nepali bheda haru chan nonotagain
3551,Sagar dhakal ️,1,sagar dhakal
3552,Ballla  bujdaiixa nepaliharuthukkka   timiharuko  jindagi  .kehi  hunewalaxaina .yettikai  marxa  nepalharu ....bicahara,1,ballla bujdaiixa nepaliharuthukkka timiharuko jindagi kehi hunewalaxaina yettikai marxa nepalharu bicahara
3553,Sala 9500 crore kharcha matra vanesi jitisakesi karaudau karod ta ekdin mai gayab banaune rahexa yiniharule,1,sala 9500 crore kharcha matra vanesi jitisakesi karaudau karod ta ekdin mai gayab banaune rahexa yiniharule
3554,Nepal ko chunav ayog vrasta ho,1,nepal ko chunav ayog vrasta ho
3555,ghar ka bhaiko ya bhako sab merai ghar ho,0,ghar ka bhaiko ya bhako sab merai ghar ho
3556,Every time I watch your video at last your depression can easily be seen on your voice ur expressions and the dark part that's soo unacceptable and filthy. Mey we get the right candidate win this time plz,1,every time watch video last depression easily see voice ur expression dark part thats soo unacceptable filthy mey get right candidate win time plz
3557,Swagat Gyawali dai jastae aawaj,1,swagat gyawali dai jastae aawaj
3558,NONOTAGAIN,1,nonotagain
3559,Tax kati tirna parxa ta 950 crore ko?,1,tax kati tirna parxa ta 950 crore ko
3560,"Seeing this type of content gives me hope
Someday soon we ll be doing good as a country
Cheers  brother",1,see type content give hope someday soon good country cheer brother
3561,this man's a gem.. this kind of video should reach each and everyone.,1,man gem kind video reach everyone
3562,Politicians of Nepal are in the pockets of Indian lawmakers,0,politician nepal pocket indian lawmaker
3563,we need these kinda informative videos. People tend to know all sorts of things about foreign countries but they don't really know what's happening in here. Kudos to the team,1,need kinda informative videos people tend know sort thing foreign country dont really know whats happen kudos team
3564,I think this video gone be most important video for Nepalese️,1,think video go important video nepalese
3565,One of the best Nepali youtuberand the way you describe every topic is just wow....and  this one is also such a great video for Nepali citizen,1,one best nepali youtuberand way describe every topic wowand one also great video nepali citizen
3566,He never fails to deliver content man...So informative.,1,never fail deliver content manso informative
3567,"The proper selection of the topic and explanation of it is just brilliant. Quality content creator, hats off bro ",1,proper selection topic explanation brilliant quality content creator hat bro
3568,"Apart from all the research that has gone behind this video, the animation is simply * top notch!* Keep it going man.",1,apart research go behind video animation simply top notch keep go man
3569,"Bro your research and hardwork for all these awesome videos deserves a lot of respect and recognition, hope you get more and more subscribers and viewers.",1,bro research hardwork awesome video deserve lot respect recognition hope get subscriber viewer
3570,Hats off to your efforts on educating the Nepalese through your videos.,1,hat effort educate nepalese video
3571,"whilst I don't always agree with your content, I must say that this is something I can stand by and something that all us voters must fight for! #electoralreform",1,whilst dont always agree content must say something stand something u voter must fight electoralreform
3572,Thank you so much brother for providing such great content in every video.,1,thank much brother provide great content every video
3573,I hope this video will reach to all the Nepalese  Great content and research ,1,hope video reach nepalese great content research
3574,So sir how does it feel to carry whole Nepali YouTube community on your back?,1,sir feel carry whole nepali youtube community back
3575,"This channel is amazing. Its like the nepalese Vox. The way the editing is done, along with the score in the background. It feels like watching a documentary in history channel. His videos on the Nepalese civil war has to be one of the best youtube series i have watched recently. Keep the videos coming . Best Wishes !!",1,channel amaze like nepalese vox way edit do along score background feel like watch documentary history channel video nepalese civil war one best youtube series watch recently keep video come best wish
3576,very informative video! keep making more! appreciate your hardwork BTS !,1,informative video keep make appreciate hardwork bts
3577,You should have made this longer and more in-depth. The audience demands it brother.,1,make longer indepth audience demand brother
3578,"This is one quality content which  i  rarely can find and expect from nepali youtubers. Love u brother . keep on going, u deserve it",1,one quality content rarely find expect nepali youtubers love u brother keep go u deserve
3579,"Believe me brother , this channel soon will touch the sky in terms of views.",1,believe brother channel soon touch sky term view
3580,Animation is so good! I am just soaked in and can’t even pay attention to the words! ,1,animation good soak can t even pay attention word
3581,very informative video brother. Your channel is getting better and better everyday. The topic u choose is educational. Keep going,1,informative video brother channel get good good everyday topic u choose educational keep go
3582,thank you so much for all your dedication and hard work on research and educating us,1,thank much dedication hard work research educate u
3583,This man need to get more views because videos like this educate everyone which is necessary,1,man need get view video like educate everyone necessary
3584,"Your content quality, editing and research is one of the best in whole Youtube.",1,content quality edit research one best whole youtube
3585,Too informative content ️...You need to rise more️and you deserve more!!,1,informative content you need rise more and deserve
3586,"Very good content as always. And contemporary as well.
However, compared to your previous videos I found this one a little less organised and lacking a flow. May be I felt so because earlier videos were excellent in doing that. 
Keep up the good work.
Hope to see more content from you.",1,good content always contemporary well however compare previous video find one little less organised lacking flow may felt early video excellent keep good work hope see content
3587,Thank you for this content .We Nepal has very fragile system of election process. Brother le afno face hide garna parne dekihinxa yaha nepal ma je panu huna sakxa ..Take care bro .Your well wisher,1,thank content nepal fragile system election process brother le afno face hide garna parne dekihinxa yaha nepal je panu huna sakxa take care bro well wisher
3588,I like this guy videos he always makes the best content videos keep it up we needs this types of videos god bless you Brother,1,like guy video always make best content videos keep need type video god bless brother
3589,Finally i can say someone is admirable and proper content creator keep going ️,1,finally say someone admirable proper content creator keep go
3590,"The video is great as always,well-researched,keep going brother!!! And may i know what software you use for editing videos? The animations were top-notch.",1,video great alwayswellresearchedkeep go brother may know software use edit videos animation topnotch
3591,"How deep the research is! Katti Naya Kura sikiyo. Law students lai euta efficient material pani hune vayo. 
Absolute respect to this human!",0,deep research katti naya kura sikiyo law student lai euta efficient material pani hune vayo absolute respect human
3592,Appreciate your effort and consistency.. Such a pure content,1,appreciate effort consistency pure content
3593,Hatss off to your research bro !! Appreciated.,1,hat research bro appreciate
3594,Thank you for bringing new insights on the election.,1,thank bring new insight election
3595,Now this channel has become my favorite ️,0,channel become favorite
3596,"Yes,The Content is super. We all Nepali should appreciate it. Also, We viewers should add our opinions, feedback and have some discussion on comment section to the related topic. It would massively boost the assessment and understanding of the audience.

Election is rigged and most population barely aware of this election process. It would be amazing if you'd make an explained video of what this election is about? 

How it dictates countries future?
Etc.",1,yesthe content super nepali appreciate also viewers add opinion feedback discussion comment section relate topic would massively boost assessment understanding audience election rig population barely aware election process would amaze youd make explain video election dictate country future etc
3597,"Now it's the turn of the educated one
Share this as much as possible",1,turn educate one share much possible
